-1.07E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.06E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.06E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.05E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.05E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.04E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.03E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.03E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.02E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.02E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.01E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.00E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.98E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.93E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.87E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.81E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.75E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.69E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.63E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.58E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.52E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.46E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.40E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.34E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.29E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.23E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.17E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.11E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.05E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-9.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.94E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.88E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.82E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.77E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.71E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.65E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.60E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.54E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.48E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.42E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.37E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.31E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.25E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.20E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.14E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.08E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-8.03E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.97E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.92E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.86E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.80E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.75E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.69E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.63E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.58E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.52E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.47E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.41E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.35E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.30E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.24E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.19E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.13E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.08E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-7.02E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.97E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.91E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.86E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.80E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.75E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.69E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.63E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.58E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.53E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.47E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.42E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.36E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.31E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.25E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.20E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.14E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.09E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-6.03E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-5.98E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-5.93E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-5.87E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-5.82E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-5.76E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-5.71E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-5.65E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-5.60E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-5.55E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-5.49E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
